file1,file2,text_score
019641.json,038473.json,
006876.json,085020.json,
076571.json,090639.json,
066113.json,101242.json,
110449.json,117135.json,
000743.json,038728.json,
054468.json,068863.json,
109664.json,030561.json,
004834.json,076380.json,
038605.json,079451.json,
081177.json,015262.json,
077224.json,092051.json,
114470.json,038301.json,
078130.json,100640.json,
077099.json,093867.json,
034487.json,083724.json,
025134.json,104154.json,
091919.json,015118.json,
030300.json,056993.json,
061126.json,106433.json,
073984.json,039932.json,
064058.json,079680.json,
045954.json,095772.json,
079168.json,023899.json,
085970.json,110081.json,
061725.json,028804.json,
078177.json,020007.json,
005053.json,098833.json,
081737.json,015468.json,
083433.json,077453.json,
002561.json,070094.json,
115403.json,036219.json,
047925.json,034879.json,
091978.json,115780.json,
119584.json,006079.json,
057831.json,009833.json,
069431.json,109362.json,
035465.json,035869.json,
110881.json,007119.json,
110578.json,084311.json,
008080.json,054758.json,
031290.json,112462.json,
075349.json,010530.json,
056114.json,014971.json,
118403.json,006388.json,
025560.json,003392.json,
016233.json,111111.json,
066542.json,030529.json,
012077.json,084984.json,
009230.json,013248.json,
043950.json,050238.json,
040096.json,107227.json,
100772.json,075741.json,
077556.json,082510.json,
082198.json,056589.json,
022972.json,024791.json,
108479.json,080534.json,
057138.json,111164.json,
059566.json,047015.json,
070721.json,047344.json,
044908.json,015766.json,
063721.json,075636.json,
021820.json,107352.json,
082730.json,056052.json,
011160.json,094956.json,
109857.json,118885.json,
015783.json,073871.json,
103322.json,058839.json,
071246.json,004127.json,
059320.json,101765.json,
118182.json,035938.json,
014031.json,094366.json,
027199.json,049830.json,
090866.json,035222.json,
099636.json,118792.json,
107949.json,004633.json,
013092.json,060656.json,
024994.json,023317.json,
008229.json,031022.json,
117447.json,027244.json,
028092.json,010227.json,
067183.json,008189.json,
043764.json,014071.json,
029978.json,100920.json,
036684.json,014889.json,
099099.json,114075.json,
103774.json,112904.json,
046991.json,025665.json,
040247.json,071089.json,
024208.json,033853.json,
085725.json,048679.json,
057623.json,116402.json,
043599.json,119539.json,
070033.json,043398.json,
025059.json,056650.json,
033217.json,035120.json,
020388.json,115879.json,
073148.json,071658.json,
074854.json,075978.json,
006979.json,055823.json,
110085.json,035691.json,
027274.json,077846.json,
009050.json,081357.json,
020741.json,098876.json,
028653.json,114945.json,
052892.json,070179.json,
035887.json,032353.json,
085638.json,004568.json,
083402.json,024358.json,
064030.json,054076.json,
071317.json,002042.json,
098920.json,006245.json,
105705.json,084383.json,
082965.json,107684.json,
094517.json,079026.json,
100329.json,022238.json,
110506.json,100778.json,
106287.json,077357.json,
061013.json,100206.json,
034764.json,059779.json,
107588.json,085870.json,
015529.json,035252.json,
003687.json,092177.json,
044485.json,027117.json,
104688.json,047242.json,
002237.json,104573.json,
064517.json,050582.json,
080331.json,064719.json,
026280.json,033467.json,
075816.json,079586.json,
087612.json,002818.json,
091175.json,088837.json,
026516.json,075240.json,
004443.json,092211.json,
007688.json,064808.json,
117081.json,077995.json,
050304.json,072274.json,
058506.json,107033.json,
116414.json,073688.json,
117244.json,018409.json,
064865.json,064084.json,
071982.json,027007.json,
046058.json,000266.json,
020411.json,000320.json,
095847.json,093299.json,
008458.json,080003.json,
103396.json,120438.json,
074078.json,075777.json,
014898.json,059653.json,
082196.json,018548.json,
112817.json,025646.json,
032404.json,037128.json,
029349.json,017454.json,
092552.json,040333.json,
101790.json,096843.json,
095825.json,033493.json,
113224.json,081819.json,
013230.json,075811.json,
019558.json,012203.json,
102373.json,116983.json,
059705.json,055608.json,
004221.json,034328.json,
046255.json,097912.json,
118330.json,083332.json,
101616.json,031212.json,
035972.json,071035.json,
071191.json,000365.json,
024221.json,041745.json,
016919.json,003506.json,
103541.json,053948.json,
010637.json,007181.json,
065594.json,044871.json,
022065.json,101679.json,
105955.json,012703.json,
074231.json,049207.json,
086186.json,101665.json,
035658.json,083652.json,
019768.json,005772.json,
023889.json,004054.json,
085286.json,004960.json,
086807.json,109537.json,
027584.json,095296.json,
048222.json,044351.json,
020521.json,106774.json,
097468.json,103853.json,
019469.json,026414.json,
090342.json,003445.json,
034249.json,040451.json,
031232.json,107400.json,
120294.json,022334.json,
097077.json,078870.json,
048330.json,111674.json,
006949.json,061468.json,
082625.json,033991.json,
049261.json,031911.json,
039802.json,120120.json,
057089.json,035275.json,
051398.json,092450.json,
031419.json,033650.json,
081887.json,054646.json,
070279.json,019052.json,
013071.json,072508.json,
071570.json,029508.json,
035427.json,027985.json,
070833.json,056512.json,
088154.json,042047.json,
059522.json,020678.json,
120546.json,100549.json,
021541.json,049000.json,
027682.json,097690.json,
058273.json,085170.json,
055687.json,034626.json,
083770.json,057747.json,
053962.json,092232.json,
098671.json,074381.json,
044878.json,015453.json,
003409.json,102588.json,
020368.json,042321.json,
117874.json,011514.json,
002088.json,048913.json,
100746.json,120185.json,
075656.json,041917.json,
019652.json,012822.json,
020895.json,004569.json,
098444.json,106832.json,
023240.json,035848.json,
010006.json,085802.json,
067788.json,002980.json,
047634.json,022948.json,
045556.json,020428.json,
099111.json,091686.json,
099471.json,018773.json,
084689.json,058848.json,
038549.json,099371.json,
044922.json,003889.json,
036168.json,052419.json,
100546.json,104760.json,
077234.json,066692.json,
070150.json,064646.json,
077066.json,099606.json,
113134.json,106972.json,
024059.json,041796.json,
044786.json,036421.json,
069178.json,078843.json,
095797.json,032079.json,
044070.json,113366.json,
004952.json,033119.json,
062489.json,092591.json,
067819.json,095716.json,
051480.json,107811.json,
099549.json,106173.json,
097090.json,007202.json,
069087.json,060268.json,
050219.json,081571.json,
032188.json,033607.json,
031017.json,076538.json,
049763.json,070790.json,
028341.json,044832.json,
053253.json,023297.json,
114535.json,082831.json,
110938.json,076309.json,
073558.json,049158.json,
066525.json,017067.json,
020123.json,006096.json,
050347.json,096055.json,
051298.json,085897.json,
052881.json,032381.json,
104655.json,080681.json,
080315.json,030262.json,
116352.json,042885.json,
054305.json,063262.json,
026574.json,006506.json,
010875.json,014273.json,
048980.json,047745.json,
006428.json,098062.json,
084618.json,004205.json,
024226.json,060679.json,
083689.json,045769.json,
116388.json,057369.json,
047854.json,087398.json,
111774.json,072468.json,
103023.json,001419.json,
064979.json,003522.json,
038525.json,043391.json,
063645.json,019100.json,
024429.json,103732.json,
040288.json,061830.json,
031422.json,121234.json,
092010.json,002415.json,
047721.json,017537.json,
105983.json,058550.json,
038763.json,041129.json,
033082.json,095608.json,
112345.json,047860.json,
020265.json,097992.json,
038065.json,042007.json,
081776.json,066411.json,
063522.json,067467.json,
074820.json,050986.json,
049731.json,087326.json,
015625.json,014074.json,
103921.json,013444.json,
114227.json,112264.json,
112736.json,083198.json,
007633.json,081044.json,
084386.json,065312.json,
087586.json,102476.json,
046971.json,116509.json,
020417.json,094884.json,
044280.json,047060.json,
039915.json,098158.json,
094121.json,006502.json,
054320.json,026960.json,
019440.json,045562.json,
012275.json,089258.json,
005018.json,062301.json,
100107.json,055068.json,
065885.json,039869.json,
102396.json,009420.json,
021976.json,079827.json,
001380.json,053831.json,
013403.json,114729.json,
004447.json,100165.json,
030187.json,119943.json,
020777.json,094634.json,
084212.json,016510.json,
108104.json,058084.json,
118063.json,040657.json,
036023.json,030545.json,
035311.json,053795.json,
039618.json,074839.json,
017767.json,118576.json,
013300.json,110678.json,
004547.json,055730.json,
032069.json,113885.json,
059833.json,067370.json,
016637.json,030466.json,
006615.json,048544.json,
009598.json,082956.json,
030168.json,008924.json,
023771.json,092486.json,
064154.json,042749.json,
002405.json,051565.json,
047824.json,001010.json,
020254.json,031130.json,
044486.json,025285.json,
006107.json,103076.json,
098814.json,045016.json,
073778.json,078539.json,
032232.json,112145.json,
053248.json,016542.json,
051186.json,092819.json,
018474.json,071002.json,
088895.json,021804.json,
110792.json,100924.json,
085103.json,090888.json,
017396.json,038875.json,
036524.json,042787.json,
081350.json,066588.json,
039765.json,076580.json,
087265.json,090618.json,
114743.json,027994.json,
064832.json,011590.json,
019472.json,063517.json,
062099.json,075098.json,
046802.json,058015.json,
028120.json,062405.json,
060480.json,068199.json,
071558.json,025670.json,
112999.json,043174.json,
114903.json,025421.json,
109098.json,017036.json,
017077.json,075717.json,
077897.json,020383.json,
097301.json,001320.json,
040210.json,087229.json,
110595.json,072785.json,
060811.json,106691.json,
012323.json,060933.json,
002338.json,029494.json,
109531.json,110447.json,
111104.json,066816.json,
004017.json,054470.json,
000701.json,082754.json,
029476.json,088456.json,
103878.json,048791.json,
034410.json,060419.json,
096993.json,120236.json,
040224.json,040806.json,
089934.json,010950.json,
108332.json,026331.json,
070844.json,028116.json,
107665.json,009442.json,
037162.json,093851.json,
051010.json,066258.json,
089012.json,047816.json,
020704.json,108778.json,
024163.json,067060.json,
025348.json,068814.json,
058521.json,016297.json,
101220.json,060064.json,
013884.json,107595.json,
118585.json,018682.json,
033878.json,099715.json,
118316.json,082772.json,
059252.json,022745.json,
090199.json,051852.json,
063534.json,086120.json,
012063.json,000705.json,
002418.json,103000.json,
090908.json,010962.json,
006013.json,024648.json,
107622.json,047422.json,
054598.json,002045.json,
053028.json,043184.json,
088749.json,074238.json,
088226.json,047633.json,
082666.json,020274.json,
022753.json,118670.json,
071257.json,117325.json,
066083.json,002086.json,
103365.json,114160.json,
113593.json,095438.json,
102025.json,108373.json,
093122.json,082046.json,
117154.json,100850.json,
001995.json,046346.json,
037225.json,103942.json,
045171.json,010276.json,
107349.json,067675.json,
069936.json,063757.json,
051040.json,001979.json,
075691.json,049625.json,
120566.json,068611.json,
031332.json,035999.json,
081076.json,096540.json,
023625.json,053535.json,
074662.json,057787.json,
061861.json,072134.json,
062941.json,042325.json,
027005.json,021856.json,
104245.json,104157.json,
047973.json,102724.json,
073037.json,070372.json,
092090.json,086915.json,
077625.json,073321.json,
082522.json,121031.json,
064261.json,112230.json,
001347.json,073624.json,
065382.json,007787.json,
004752.json,103031.json,
090619.json,092125.json,
019062.json,117826.json,
071256.json,120989.json,
060745.json,089874.json,
053708.json,097368.json,
079935.json,011014.json,
064361.json,095178.json,
053046.json,014578.json,
035131.json,112312.json,
033256.json,072486.json,
116095.json,010614.json,
088905.json,015681.json,
105775.json,052484.json,
073661.json,043572.json,
045471.json,084537.json,
013197.json,000367.json,
067065.json,060176.json,
088143.json,022930.json,
019740.json,018878.json,
116027.json,012560.json,
113397.json,103065.json,
075423.json,071818.json,
074738.json,018813.json,
057954.json,015488.json,
091649.json,098525.json,
066510.json,052018.json,
026208.json,071563.json,
070824.json,100760.json,
103297.json,091006.json,
046771.json,044285.json,
073590.json,041039.json,
054204.json,099381.json,
023065.json,044227.json,
031270.json,120642.json,
073439.json,113106.json,
043939.json,098886.json,
111650.json,035674.json,
006347.json,062121.json,
046084.json,025908.json,
042332.json,018690.json,
109770.json,070138.json,
015556.json,057736.json,
002026.json,021563.json,
017625.json,024225.json,
059957.json,016720.json,
046977.json,062188.json,
045336.json,023934.json,
044973.json,063278.json,
112831.json,096565.json,
080456.json,019351.json,
078609.json,062814.json,
110356.json,014001.json,
037107.json,092462.json,
018544.json,117772.json,
006440.json,092721.json,
085655.json,088712.json,
013615.json,048354.json,
008830.json,101815.json,
020174.json,075275.json,
035127.json,100842.json,
102308.json,110351.json,
109334.json,030842.json,
051108.json,085268.json,
065176.json,084007.json,
056268.json,025758.json,
021119.json,093283.json,
039698.json,090876.json,
103490.json,106947.json,
058126.json,018559.json,
041949.json,088047.json,
101726.json,033942.json,
007825.json,060492.json,
120061.json,027122.json,
066416.json,008860.json,
103997.json,086797.json,
039093.json,096077.json,
091901.json,073431.json,
050220.json,014401.json,
066179.json,064211.json,
076792.json,034075.json,
082043.json,115209.json,
051430.json,022283.json,
107464.json,120766.json,
090894.json,014611.json,
100769.json,055445.json,
068422.json,113767.json,
005956.json,030469.json,
039645.json,101647.json,
029467.json,003364.json,
065082.json,116213.json,
044547.json,021687.json,
047492.json,109128.json,
065882.json,049816.json,
062765.json,044012.json,
083671.json,018846.json,
005329.json,026742.json,
037747.json,014403.json,
059264.json,073158.json,
022488.json,089484.json,
081813.json,107586.json,
118024.json,050606.json,
080510.json,099620.json,
032125.json,096343.json,
003989.json,027000.json,
085445.json,109634.json,
110529.json,030412.json,
099029.json,108319.json,
089806.json,009328.json,
008524.json,113137.json,
078758.json,011953.json,
014179.json,023484.json,
058879.json,067518.json,
000792.json,113722.json,
031339.json,051950.json,
076148.json,094698.json,
097523.json,118884.json,
079427.json,001398.json,
030362.json,009346.json,
055168.json,049988.json,
026245.json,111297.json,
111957.json,080184.json,
111802.json,059021.json,
020935.json,107860.json,
027611.json,005647.json,
032067.json,042276.json,
075780.json,001403.json,
083857.json,018884.json,
087985.json,081487.json,
109790.json,023817.json,
073142.json,109304.json,
100733.json,045906.json,
076048.json,023081.json,
086241.json,054606.json,
011297.json,038554.json,
021188.json,078517.json,
021887.json,056635.json,
059144.json,121451.json,
040679.json,094928.json,
065025.json,099849.json,
092300.json,052052.json,
105623.json,033183.json,
080015.json,027979.json,
089627.json,088507.json,
049805.json,039581.json,
051203.json,046579.json,
059273.json,049213.json,
086413.json,015930.json,
107253.json,097044.json,
064843.json,035228.json,
076526.json,032279.json,
094423.json,047604.json,
061252.json,014226.json,
044167.json,114645.json,
102202.json,101744.json,
055424.json,041694.json,
039090.json,051812.json,
059427.json,031725.json,
086890.json,019496.json,
003581.json,106655.json,
079510.json,077565.json,
109922.json,014817.json,
101208.json,064550.json,
007909.json,116909.json,
098003.json,077980.json,
102587.json,082266.json,
061428.json,028503.json,
118433.json,119986.json,
022718.json,084716.json,
001677.json,111140.json,
096477.json,027620.json,
058882.json,059422.json,
073418.json,013654.json,
048717.json,064275.json,
101231.json,110090.json,
018845.json,001040.json,
027331.json,033515.json,
016948.json,028238.json,
113175.json,087952.json,
027904.json,059931.json,
043873.json,056770.json,
096092.json,005279.json,
034439.json,073579.json,
040631.json,046095.json,
064411.json,068879.json,
045713.json,065614.json,
075839.json,116273.json,
079696.json,072898.json,
077382.json,120020.json,
018431.json,099374.json,
091882.json,024669.json,
028986.json,041063.json,
024639.json,069294.json,
100475.json,077799.json,
046196.json,091087.json,
070703.json,069386.json,
080732.json,037974.json,
012415.json,089282.json,
077019.json,018696.json,
105427.json,074725.json,
118889.json,023622.json,
035154.json,007032.json,
065643.json,074038.json,
105869.json,024571.json,
029585.json,062038.json,
034195.json,042725.json,
001846.json,083698.json,
003497.json,110344.json,
033675.json,089314.json,
044757.json,020713.json,
114976.json,026430.json,
048128.json,042830.json,
027074.json,093358.json,
110581.json,035549.json,
019325.json,086006.json,
104842.json,060087.json,
070147.json,118816.json,
041839.json,119849.json,
065337.json,061737.json,
080384.json,106132.json,
026521.json,119161.json,
070743.json,016488.json,
041946.json,037580.json,
082610.json,096542.json,
076487.json,093175.json,
053575.json,075319.json,
021348.json,061562.json,
054419.json,027806.json,
121008.json,073504.json,
113911.json,095933.json,
010652.json,046944.json,
078862.json,087846.json,
109825.json,021487.json,
113165.json,115066.json,
035944.json,083604.json,
100095.json,007491.json,
084262.json,093227.json,
059740.json,046999.json,
008748.json,045473.json,
050127.json,070911.json,
063817.json,118458.json,
078118.json,120675.json,
109344.json,076833.json,
119818.json,097727.json,
046541.json,100964.json,
010925.json,007351.json,
019537.json,058893.json,
020422.json,088566.json,
077806.json,000731.json,
010830.json,029914.json,
075779.json,117461.json,
039114.json,059850.json,
012329.json,046040.json,
093367.json,080554.json,
072207.json,100542.json,
092548.json,058220.json,
009620.json,006063.json,
061431.json,070377.json,
067345.json,114628.json,
064288.json,088906.json,
096390.json,084953.json,
058500.json,004428.json,
009671.json,025389.json,
111068.json,042730.json,
085070.json,093988.json,
120750.json,061216.json,
041938.json,055961.json,
053909.json,001480.json,
011499.json,028811.json,
021632.json,082608.json,
080937.json,043420.json,
064794.json,019539.json,
063093.json,055811.json,
031304.json,083849.json,
082593.json,109095.json,
080909.json,021293.json,
000413.json,045377.json,
015546.json,027475.json,
021873.json,120813.json,
111760.json,015598.json,
093733.json,086776.json,
037705.json,016947.json,
026334.json,109173.json,
